거래소코드,label,pred,proba1,회사명,회계년도
032960,1.0,1,0.90080607,(주)동일기연,2018/12
032980,0.0,0,0.03881494,바이온(주),2017/12
033050,0.0,0,0.0020747583,제이엠아이(주),2012/12
033100,0.0,0,0.05557845,제룡전기(주),2016/12
033110,1.0,1,0.90921694,(주)코너스톤네트웍스,2012/12
033170,1.0,1,0.9795573,시그네틱스(주),2014/12
033180,0.0,0,0.03717382,(주)케이에이치필룩스,2018/12
033230,1.0,1,0.94923073,(주)인성정보,2015/12
033240,0.0,0,0.040811915,자화전자(주),2018/12
033290,0.0,0,0.022941174,코웰패션(주),2013/12
033310,0.0,0,0.0036822085,(주)엠투엔,2019/12
033320,1.0,1,0.9675282,제이씨현시스템(주),2012/12
033340,1.0,1,0.95914817,(주)좋은사람들,2013/12
033430,0.0,0,0.028484631,디에스티(주),2012/12
033500,0.0,0,0.0018317177,(주)동성화인텍,2017/12
033530,0.0,0,0.07604988,세종공업(주),2017/12
033540,0.0,0,0.021131292,(주)파라텍,2018/12
033560,0.0,0,0.04389547,(주)블루콤,2019/12
033600,0.0,0,0.020572066,럭슬(주),2012/12
033640,0.0,0,0.043812394,(주)네패스,2013/12
033790,0.0,0,0.037033122,(주)스카이문스테크놀로지,2012/12
033920,0.0,0,0.0071786935,(주)무학,2018/12
034020,1.0,1,0.87736577,두산에너빌리티(주),2015/12
034120,1.0,1,0.9148417,(주)에스비에스,2014/12
034220,0.0,0,0.01489031,엘지디스플레이(주),2019/12
034230,0.0,0,0.003008857,(주)파라다이스,2017/12
034300,1.0,1,0.8986447,신세계건설(주),2013/12
034940,0.0,0,0.07900135,조아제약(주),2014/12
035290,0.0,0,0.094733976,(주)골드앤에스,2012/12
035460,1.0,1,0.95089024,(주)기산텔레콤,2012/12
035480,0.0,0,0.015733263,(주)제이테크놀로지,2012/12
035610,0.0,0,0.22044472,(주)솔본,2012/12
035620,0.0,0,0.015248292,(주)바른손이앤에이,2013/12
035810,1.0,1,0.8683854,(주)이지홀딩스,2013/12
035890,1.0,1,0.9495007,(주)서희건설,2012/12
035900,1.0,1,0.91446614,(주)제이와이피엔터테인먼트,2013/12
036000,0.0,0,0.009276634,(주)예림당,2019/12
036010,1.0,1,0.9229298,아비코전자(주),2012/12
036030,1.0,1,0.9532628,(주)케이티알파,2012/12
036090,0.0,0,0.012376165,(주)위지트,2019/12
036170,1.0,1,0.8969044,(주)클라우드에어,2012/12
036180,1.0,1,0.8832546,지더블유바이텍(주),2012/12
036210,0.0,0,0.0034283753,태산엘시디(주),2012/12
036220,0.0,0,0.034559358,(주)인포피아,2012/12
036260,0.0,0,0.075450495,(주)이매진아시아,2012/12
036490,1.0,1,0.8854925,에스케이 머티리얼즈(주),2013/12
036500,0.0,0,0.034924183,(주)에스에스컴텍,2014/12
036540,1.0,1,0.87767106,(주)에스에프에이반도체,2013/12
036580,1.0,1,0.9626605,(주)팜스코,2013/12
036620,0.0,0,0.0023773762,감성코퍼레이션(주),2012/12
036630,0.0,0,0.054748144,세종텔레콤(주),2012/12
036710,1.0,1,0.8246771,(주)심텍홀딩스,2013/12
036930,0.0,0,0.010840106,주성엔지니어링(주),2012/12
037230,0.0,0,0.075919725,(주)한국팩키지,2012/12
037270,0.0,0,0.06339456,(주)와이지플러스,2014/12
037340,0.0,0,0.03193538,(주)씨엘인터내셔널,2013/12
037370,1.0,1,0.92515785,(주)이지,2012/12
037400,1.0,1,0.9892096,우리엔터프라이즈(주),2014/12
037460,1.0,1,0.8777295,삼지전자(주),2014/12
037950,0.0,0,0.009650564,엘컴텍(주),2012/12
038060,0.0,0,0.042190284,(주)루멘스,2017/12
038110,0.0,0,0.11517975,에코플라스틱(주),2017/12
038290,1.0,1,0.8936571,(주)마크로젠,2019/12
038340,0.0,0,0.0057412162,(주)무궁화인포메이션테크놀로지,2012/12
038500,0.0,0,0.04694185,(주)삼표시멘트,2012/12
038530,0.0,0,0.017292881,(주)케이바이오컴퍼니,2013/12
038620,0.0,0,0.031698346,위즈코프(주),2012/12
038680,0.0,0,0.052612178,에스넷시스템(주),2015/12
038880,0.0,0,0.002290793,(주)아이에이,2012/12
038950,0.0,0,0.044710573,(주)파인디지털,2015/12
039010,1.0,1,0.89966685,현대에이치티(주),2013/12
039020,0.0,0,0.0942962,(주)이건홀딩스,2012/12
039130,0.0,0,0.047379654,(주)하나투어,2019/12
039200,0.0,0,0.03936508,(주)오스코텍,2012/12
039230,0.0,0,0.030274983,에이아이비트(주),2012/12
