거래소코드,회사명,회계년도,label,pred,proba1
035900,(주)제이와이피엔터테인먼트,2013/12,1.0,1.0,0.77
036000,(주)예림당,2019/12,0.0,0.0,0.11
036010,아비코전자(주),2012/12,1.0,1.0,0.88
036030,(주)케이티알파,2012/12,1.0,1.0,0.98
036090,(주)위지트,2019/12,0.0,0.0,0.05
036170,(주)클라우드에어,2012/12,1.0,1.0,0.88
036180,지더블유바이텍(주),2012/12,1.0,1.0,0.98
036210,태산엘시디(주),2012/12,0.0,0.0,0.09
036220,(주)인포피아,2012/12,0.0,0.0,0.24
036260,(주)이매진아시아,2012/12,0.0,0.0,0.04
036420,(주)콘텐트리중앙,2020/12,0.0,0.0,0.06
036490,에스케이 머티리얼즈(주),2013/12,1.0,1.0,0.76
036500,(주)에스에스컴텍,2014/12,0.0,0.0,0.22
036540,(주)에스에프에이반도체,2013/12,1.0,1.0,0.75
036580,(주)팜스코,2013/12,1.0,1.0,0.93
036620,감성코퍼레이션(주),2012/12,0.0,0.0,0.06
036630,세종텔레콤(주),2012/12,0.0,0.0,0.13
036690,(주)코맥스,2021/12,0.0,1.0,0.52
036710,(주)심텍홀딩스,2013/12,1.0,1.0,0.65
036930,주성엔지니어링(주),2012/12,0.0,0.0,0.0
037230,(주)한국팩키지,2012/12,0.0,0.0,0.23
037270,(주)와이지플러스,2014/12,0.0,0.0,0.16
037340,(주)씨엘인터내셔널,2013/12,0.0,0.0,0.13
037370,(주)이지,2012/12,1.0,1.0,0.87
037400,우리엔터프라이즈(주),2014/12,1.0,1.0,0.94
037460,삼지전자(주),2014/12,1.0,1.0,0.87
037760,(주)쎄니트,2020/12,1.0,0.0,0.4
037950,엘컴텍(주),2012/12,0.0,0.0,0.05
038010,(주)제일테크노스,2020/12,0.0,0.0,0.34
038060,(주)루멘스,2017/12,0.0,0.0,0.16
038110,에코플라스틱(주),2017/12,0.0,0.0,0.3
038290,(주)마크로젠,2019/12,1.0,1.0,0.77
038340,(주)무궁화인포메이션테크놀로지,2012/12,0.0,0.0,0.15
038460,(주)바이오스마트,2020/12,1.0,1.0,0.64
038500,(주)삼표시멘트,2012/12,0.0,0.0,0.17
038530,(주)케이바이오컴퍼니,2013/12,0.0,0.0,0.14
038620,위즈코프(주),2012/12,0.0,0.0,0.14
038680,에스넷시스템(주),2015/12,0.0,0.0,0.17
038880,(주)아이에이,2012/12,0.0,0.0,0.02
038950,(주)파인디지털,2015/12,0.0,0.0,0.24
039010,현대에이치티(주),2013/12,1.0,1.0,0.77
039020,(주)이건홀딩스,2012/12,0.0,0.0,0.19
039130,(주)하나투어,2019/12,0.0,0.0,0.2
039200,(주)오스코텍,2012/12,0.0,0.0,0.12
039230,에이아이비트(주),2012/12,0.0,0.0,0.07
039290,인포뱅크(주),2013/12,0.0,0.0,0.21
039530,(주)씨앤케이인터내셔널,2013/12,0.0,0.0,0.2
039560,(주)다산네트웍스,2014/12,0.0,0.0,0.17
039740,한국정보공학(주),2012/12,1.0,1.0,0.85
039790,(주)위노바,2012/12,0.0,0.0,0.19
039840,(주)디오,2013/12,0.0,0.0,0.15
039850,(주)태창파로스,2012/12,0.0,0.0,0.08
039860,(주)나노엔텍,2012/12,0.0,0.0,0.1
039980,(주)리노스,2019/12,0.0,0.0,0.24
040160,(주)누리플렉스,2012/12,1.0,1.0,0.81
040300,(주)와이티엔,2014/12,0.0,0.0,0.11
040350,(주)큐로컴,2012/12,0.0,0.0,0.22
040610,(주)에스지엔지,2018/12,0.0,0.0,0.14
040670,(주)와이즈파워,2012/12,0.0,0.0,0.03
041440,(주)현대에버다임,2021/12,1.0,1.0,0.67
041520,(주)이라이콤,2017/12,1.0,1.0,0.88
041590,(주)플래스크,2015/12,0.0,0.0,0.1
041910,(주)에스텍파마,2014/12,0.0,0.0,0.1
041960,(주)코미팜,2012/12,0.0,0.0,0.1
042000,카페24(주),2021/12,0.0,0.0,0.17
042040,(주)케이피엠테크,2012/12,0.0,0.0,0.04
042600,(주)새로닉스,2017/12,1.0,1.0,0.79
042660,한화오션(주),2012/12,0.0,0.0,0.2
042670,에이치디현대인프라코어(주),2012/12,1.0,1.0,0.86
042940,(주)상지카일룸,2012/12,0.0,0.0,0.02
043090,(주)엑서지21,2014/12,0.0,0.0,0.25
043100,(주)솔고바이오메디칼,2012/12,0.0,0.0,0.05
043200,(주)파루,2012/12,0.0,0.0,0.08
043220,(주)티에스넥스젠,2012/12,0.0,0.0,0.07
043260,성호전자(주),2012/12,0.0,0.0,0.15
043290,케이맥(주),2012/12,1.0,1.0,0.92
043340,(주)에쎈테크,2012/12,1.0,1.0,0.97
043360,(주)디지아이,2012/12,0.0,0.0,0.23
043580,(주)에임하이글로벌,2014/12,0.0,0.0,0.16
043590,웰킵스하이텍(주),2013/12,0.0,0.0,0.09
043610,(주)지니뮤직,2013/12,1.0,1.0,0.88
043650,(주)국순당,2015/12,0.0,0.0,0.18
043710,(주)서울리거,2013/12,0.0,0.0,0.15
043910,(주)자연과환경,2012/12,0.0,0.0,0.15
044180,KD(주),2013/12,0.0,0.0,0.05
044340,(주)위닉스,2015/12,0.0,0.0,0.08
044380,(주)주연테크,2012/12,0.0,0.0,0.25
044480,(주)블레이드엔터테인먼트,2014/12,0.0,0.0,0.13
044490,(주)태웅,2013/12,1.0,1.0,0.99
044780,(주)에이치케이,2015/12,1.0,1.0,0.96
044820,코스맥스비티아이(주),2019/12,0.0,0.0,0.08
045300,성우테크론(주),2012/12,0.0,0.0,0.14
045340,(주)토탈소프트뱅크,2012/12,0.0,0.0,0.13
045520,(주)크린앤사이언스,2021/12,0.0,1.0,0.54
045890,(주)금빛,2012/12,1.0,1.0,0.87
045970,(주)코아시아,2012/12,0.0,0.0,0.14
046070,(주)코다코,2017/12,0.0,0.0,0.08
046110,한일네트웍스(주),2014/12,1.0,1.0,0.87
046120,(주)오르비텍,2013/12,0.0,0.0,0.06
046210,에이치엘비파나진(주),2012/12,0.0,0.0,0.04
046310,(주)백금티앤에이,2013/12,0.0,0.0,0.13
046400,디브이에스코리아(주),2012/12,1.0,1.0,0.77
046890,서울반도체(주),2014/12,1.0,1.0,0.86
046940,우원개발(주),2013/12,1.0,1.0,0.93
046970,(주)우리로,2013/12,0.0,0.0,0.05
047040,(주)대우건설,2013/12,1.0,1.0,0.83
047080,(주)한빛소프트,2015/12,0.0,0.0,0.18
047310,(주)파워로직스,2013/12,1.0,1.0,0.93
047400,유니온머티리얼(주),2018/12,1.0,1.0,0.89
047440,레이젠(주),2012/12,0.0,0.0,0.21
047560,(주)이스트소프트,2016/12,0.0,0.0,0.19
047770,(주)코데즈컴바인,2012/12,0.0,0.0,0.07
047810,한국항공우주산업(주),2017/12,1.0,1.0,0.74
047820,(주)초록뱀미디어,2017/12,0.0,0.0,0.15
047920,에이치엘비제약(주),2016/12,0.0,0.0,0.21
048410,현대바이오사이언스(주),2012/12,0.0,0.0,0.08
048430,(주)유라테크,2020/12,1.0,1.0,0.72
048470,(주)대동스틸,2012/12,1.0,1.0,0.92
048530,(주)인트론바이오테크놀로지,2012/12,0.0,0.0,0.16
048550,(주)에스엠컬처앤콘텐츠,2021/12,1.0,0.0,0.29
048770,(주)티피씨메카트로닉스,2016/12,1.0,1.0,0.96
048830,(주)엔피케이,2015/12,1.0,1.0,0.74
048870,(주)시너지이노베이션,2012/12,0.0,0.0,0.18
048910,대원미디어(주),2013/12,1.0,1.0,0.75
049070,인탑스(주),2014/12,1.0,1.0,0.91
049080,(주)기가레인,2015/12,0.0,0.0,0.14
049120,(주)파인디앤씨,2012/12,0.0,0.0,0.11
049180,(주)셀루메드,2013/12,0.0,0.0,0.17
049470,에스지에이(주),2012/12,1.0,1.0,0.88
049480,(주)오픈베이스,2018/12,1.0,1.0,0.9
049520,유아이엘(주),2020/12,0.0,1.0,0.67
049550,(주)잉크테크,2013/12,0.0,0.0,0.14
049630,재영솔루텍(주),2012/12,0.0,0.0,0.28
049800,(주)우진플라임,2014/12,0.0,0.0,0.14
049830,(주)승일,2019/12,1.0,1.0,0.97
049950,(주)미래컴퍼니,2013/12,0.0,0.0,0.18
050090,(주)비케이홀딩스,2012/12,0.0,0.0,0.18
050110,(주)캠시스,2016/12,1.0,1.0,0.7
050120,(주)ES큐브,2013/12,1.0,1.0,0.73
050320,에스에이치엔엘(주),2012/12,0.0,0.0,0.17
050760,(주)에스폴리텍,2014/12,0.0,0.0,0.12
050890,(주)쏠리드,2016/12,1.0,1.0,0.63
051160,(주)지어소프트,2012/12,0.0,0.0,0.2
051170,(주)썬코어,2012/12,0.0,0.0,0.15
051310,(주)포스코플랜텍,2012/12,0.0,0.0,0.19
051360,(주)토비스,2020/12,0.0,1.0,0.71
051370,(주)인터플렉스,2013/12,0.0,0.0,0.27
051380,(주)피씨디렉트,2013/12,1.0,1.0,0.89
051500,씨제이프레시웨이(주),2020/12,1.0,1.0,0.51
051630,진양화학(주),2017/12,0.0,0.0,0.24
051780,(주)큐로홀딩스,2012/12,0.0,0.0,0.15
051980,(주)중앙첨단소재,2013/12,0.0,0.0,0.17
052020,(주)에스티큐브,2012/12,0.0,0.0,0.17
052190,(주)세영디앤씨,2015/12,0.0,0.0,0.04
052260,(주)현대바이오랜드,2020/12,1.0,0.0,0.29
052270,(주)우전,2014/12,0.0,0.0,0.06
052290,(주)트레이스,2012/12,0.0,0.0,0.18
052300,(주)씨티프라퍼티,2012/12,1.0,1.0,0.88
052330,(주)코텍,2020/12,0.0,1.0,0.62
052400,코나아이(주),2016/12,0.0,0.0,0.34
052420,오성첨단소재(주),2012/12,0.0,0.0,0.04
052460,아이크래프트(주),2019/12,1.0,1.0,0.97
052670,(주)제일바이오,2020/12,0.0,1.0,0.64
052710,(주)아모텍,2014/12,1.0,1.0,0.97
052770,(주)아이톡시,2020/12,0.0,0.0,0.49
052860,(주)아이앤씨테크놀로지,2012/12,0.0,0.0,0.19
052900,(주)케이엑스하이텍,2012/12,0.0,0.0,0.06
053030,(주)바이넥스,2012/12,0.0,0.0,0.09
053060,(주)세동,2012/12,0.0,0.0,0.21
053110,(주)소리바다,2017/12,0.0,0.0,0.11
053160,(주)프리엠스,2019/12,0.0,0.0,0.26
053280,예스이십사(주),2017/12,0.0,0.0,0.24
053290,(주)엔이능률,2018/12,1.0,1.0,0.98
053330,(주)영진코퍼레이션,2012/12,0.0,0.0,0.03
053350,이니텍(주),2021/12,0.0,0.0,0.49
053450,(주)세코닉스,2017/12,1.0,1.0,0.92
053590,(주)한국테크놀로지,2012/12,0.0,0.0,0.05
053620,(주)태양,2018/12,1.0,1.0,0.98
053660,현진소재(주),2012/12,0.0,0.0,0.18
053700,삼보모터스(주),2019/12,1.0,1.0,0.77
053810,(주)아이팩토리,2012/12,0.0,0.0,0.05
053870,(주)지티앤티,2012/12,0.0,0.0,0.09
053950,경남제약(주),2013/12,1.0,1.0,0.74
053980,오상자이엘(주),2016/12,1.0,1.0,0.73
054040,한국컴퓨터(주),2018/12,1.0,1.0,0.97
054090,(주)삼진엘앤디,2014/12,1.0,1.0,0.84
054180,(주)메디콕스,2021/12,0.0,0.0,0.04
054210,(주)이랜텍,2017/12,0.0,0.0,0.2
054300,(주)팬스타엔터프라이즈,2013/12,0.0,0.0,0.07
054340,(주)피앤텔,2012/12,0.0,0.0,0.22
054410,(주)케이피티유,2014/12,1.0,1.0,0.84
054450,(주)텔레칩스,2012/12,0.0,0.0,0.29
054540,삼영엠텍(주),2017/12,0.0,0.0,0.26
054620,(주)에이피에스,2017/12,0.0,0.0,0.19
054630,(주)에이디칩스,2012/12,0.0,0.0,0.17
054780,(주)키이스트,2013/12,1.0,1.0,0.98
054920,(주)한컴위드,2013/12,0.0,0.0,0.05
054940,(주)엑사이엔씨,2012/12,1.0,1.0,0.79
056080,(주)유진로봇,2012/12,0.0,0.0,0.11
056090,이노시스(주),2016/12,0.0,0.0,0.15
056340,(주)씨유전자,2012/12,0.0,0.0,0.08
056360,코위버(주),2018/12,1.0,1.0,0.87
056700,신화인터텍(주),2014/12,1.0,1.0,0.81
056730,씨앤티85(주),2012/12,0.0,0.0,0.1
057030,(주)와이비엠넷,2015/12,0.0,0.0,0.26
057500,에스케이씨솔믹스(주),2012/12,0.0,0.0,0.08
057540,옴니시스템(주),2012/12,0.0,0.0,0.08
057680,(주)티사이언티픽,2013/12,1.0,1.0,0.68
057880,(주)피에이치씨,2012/12,0.0,0.0,0.27
058110,(주)멕아이씨에스,2016/12,0.0,0.0,0.11
058220,(주)아리온테크놀로지,2016/12,0.0,0.0,0.05
058370,(주)비엔씨컴퍼니,2012/12,0.0,0.0,0.07
058430,포스코스틸리온(주),2012/12,0.0,0.0,0.19
058450,(주)엔터파트너즈,2012/12,1.0,1.0,0.81
058530,파나케이아(주),2012/12,1.0,1.0,0.98
058650,(주)세아홀딩스,2020/12,1.0,0.0,0.46
058730,다스코(주),2020/12,1.0,0.0,0.23
058820,(주)CMG제약,2012/12,0.0,0.0,0.1
059090,(주)미코,2013/12,0.0,0.0,0.05
059100,(주)아이컴포넌트,2012/12,0.0,0.0,0.09
059210,(주)메타바이오메드,2014/12,1.0,1.0,0.76
060150,인선이엔티(주),2012/12,0.0,0.0,0.17
060230,소니드(주),2012/12,1.0,1.0,0.93
060240,(주)룽투코리아,2013/12,0.0,0.0,0.17
060260,(주)뉴보텍,2014/12,1.0,1.0,0.91
060280,큐렉소(주),2012/12,0.0,0.0,0.03
060300,(주)레드로버,2012/12,1.0,1.0,0.63
060370,엘에스마린솔루션(주),2018/12,1.0,1.0,0.87
060380,(주)동양에스텍,2012/12,1.0,1.0,0.98
060480,국일신동(주),2019/12,0.0,0.0,0.15
060540,(주)에스에이티,2012/12,0.0,0.0,0.15
060560,(주)홈센타홀딩스,2012/12,1.0,1.0,0.78
060570,(주)드림어스컴퍼니,2012/12,0.0,0.0,0.19
060590,(주)씨티씨바이오,2014/12,1.0,1.0,0.79
060720,(주)케이에이치바텍,2016/12,0.0,0.0,0.1
060900,대한그린파워(주),2012/12,0.0,0.0,0.15
060910,(주)프리젠,2012/12,0.0,0.0,0.07
061040,(주)알에프텍,2014/12,1.0,1.0,0.69
061460,(주)한진피앤씨,2012/12,0.0,0.0,0.08
061970,엘비세미콘(주),2013/12,0.0,0.0,0.08
062860,(주)티엘아이,2013/12,1.0,1.0,0.86
062970,(주)피피아이,2020/12,0.0,0.0,0.33
063160,(주)종근당바이오,2014/12,1.0,1.0,0.95
063170,(주)서울옥션,2019/12,0.0,0.0,0.2
063440,(주)에스엠라이프디자인그룹,2012/12,0.0,0.0,0.13
063760,(주)이엘피,2021/12,0.0,0.0,0.5
064090,(주)웨스트라이즈,2012/12,0.0,0.0,0.1
064240,(주)홈캐스트,2012/12,0.0,0.0,0.29
064260,(주)다날,2012/12,0.0,0.0,0.19
064290,(주)인텍플러스,2013/12,0.0,0.0,0.1
064350,현대로템(주),2014/12,0.0,0.0,0.25
064480,(주)브리지텍,2017/12,1.0,1.0,0.9
064520,(주)테크엘,2017/12,0.0,0.0,0.1
064550,(주)바이오니아,2012/12,0.0,0.0,0.1
064800,(주)젬백스링크,2012/12,0.0,0.0,0.19
064820,(주)케이프,2012/12,0.0,0.0,0.08
065060,(주)지엔코,2015/12,0.0,0.0,0.09
065130,(주)탑엔지니어링,2020/12,0.0,1.0,0.62
065150,(주)대산에프앤비,2015/12,0.0,0.0,0.12
065160,(주)에프티이앤이,2012/12,0.0,0.0,0.15
065170,(주)비엘팜텍,2015/12,1.0,1.0,0.88
065180,(주)해피드림,2012/12,0.0,0.0,0.17
065270,(주)플렉스컴,2014/12,0.0,0.0,0.11
065420,(주)에스아이리소스,2012/12,1.0,1.0,0.72
065440,(주)이루온,2012/12,1.0,1.0,0.67
065450,(주)빅텍,2012/12,1.0,1.0,0.86
065500,(주)오리엔트정공,2012/12,0.0,0.0,0.2
065560,(주)녹원씨엔아이,2012/12,0.0,0.0,0.13
065570,삼영이엔씨(주),2019/12,0.0,0.0,0.23
065620,(주)제낙스,2012/12,0.0,0.0,0.09
065650,(주)메디프론디비티,2012/12,0.0,0.0,0.19
065660,(주)안트로젠,2018/12,0.0,0.0,0.18
065680,(주)우주일렉트로닉스,2018/12,1.0,1.0,0.94
065690,(주)파커스,2013/12,1.0,1.0,0.87
065770,(주)씨에스,2012/12,0.0,0.0,0.16
065940,(주)바이오빌,2012/12,0.0,0.0,0.11
065950,(주)웰크론,2014/12,1.0,1.0,0.86
066110,(주)한프,2012/12,0.0,0.0,0.11
066130,(주)하츠,2012/12,0.0,0.0,0.2
066270,에스케이커뮤니케이션즈(주),2012/12,0.0,0.0,0.1
066310,(주)큐에스아이,2018/12,1.0,1.0,0.79
066350,(주)티에스엠텍,2013/12,0.0,0.0,0.02
066360,(주)체리부로,2018/12,0.0,0.0,0.16
066410,(주)버킷스튜디오,2012/12,1.0,1.0,0.96
066430,(주)와이오엠,2018/12,0.0,0.0,0.17
066590,우수AMS(주),2012/12,1.0,1.0,0.96
066700,(주)테라젠이텍스,2012/12,1.0,1.0,0.8
066790,(주)씨씨에스충북방송,2012/12,0.0,0.0,0.07
066900,(주)디에이피,2019/12,1.0,1.0,0.98
066910,(주)손오공,2012/12,0.0,0.0,0.16
066970,(주)엘앤에프,2012/12,0.0,0.0,0.19
066980,한성크린텍(주),2012/12,0.0,0.0,0.02
067080,대화제약(주),2020/12,1.0,0.0,0.36
067170,(주)오텍,2021/12,0.0,0.0,0.46
067250,STX조선해양(주),2012/12,0.0,0.0,0.07
067290,제이더블유신약(주),2012/12,0.0,0.0,0.09
067310,하나마이크론(주),2012/12,0.0,0.0,0.05
067390,(주)아스트,2020/12,0.0,0.0,0.1
067570,엔브이에이치코리아(주),2018/12,1.0,1.0,0.83
067630,에이치엘비생명과학(주),2012/12,0.0,0.0,0.02
067770,(주)세진티에스,2012/12,0.0,0.0,0.29
067920,(주)이글루코퍼레이션,2013/12,0.0,0.0,0.33
067990,도이치모터스(주),2013/12,0.0,0.0,0.23
068050,(주)팬엔터테인먼트,2013/12,0.0,0.0,0.1
068150,(주)케이엔씨글로벌,2012/12,0.0,0.0,0.12
068240,(주)다원시스,2021/12,0.0,0.0,0.33
068290,(주)삼성출판사,2020/12,1.0,0.0,0.5
068760,(주)셀트리온제약,2015/12,0.0,0.0,0.16
068790,(주)디엠에스,2012/12,0.0,0.0,0.09
068940,(주)셀피글로벌,2014/12,0.0,0.0,0.15
069140,(주)누리플랜,2012/12,0.0,0.0,0.12
069330,(주)유아이디,2015/12,0.0,0.0,0.08
069410,(주)엔텔스,2015/12,1.0,1.0,0.93
069460,(주)대호에이엘,2012/12,0.0,0.0,0.29
069510,에스텍(주),2021/12,1.0,0.0,0.46
069540,(주)라이트론,2015/12,1.0,1.0,0.97
069640,한세엠케이(주),2019/12,0.0,0.0,0.27
069730,디에스알제강(주),2012/12,1.0,1.0,0.95
069920,(주)아이에스이커머스,2012/12,0.0,0.0,0.21
070300,엑스큐어(주),2012/12,1.0,1.0,0.93
070480,에버테크노(주),2012/12,0.0,0.0,0.09
070590,한솔인티큐브(주),2012/12,1.0,1.0,0.96
070960,HJ 매그놀리아 용평 호텔 앤 리조트,2019/12,0.0,0.0,0.06
071090,(주)하이스틸,2013/12,0.0,0.0,0.27
071200,(주)인피니트헬스케어,2012/12,1.0,1.0,0.85
071280,로체시스템즈(주),2012/12,1.0,1.0,0.88
071320,한국지역난방공사,2018/12,0.0,0.0,0.18
071460,(주)위니아,2018/12,1.0,1.0,0.99
071670,에이테크솔루션(주),2012/12,0.0,0.0,0.18
071850,(주)캐스텍코리아,2019/12,0.0,0.0,0.07
071930,에이스하이텍(주),2013/12,0.0,0.0,0.06
071950,(주)코아스,2013/12,1.0,1.0,0.95
071970,STX중공업(주),2013/12,0.0,0.0,0.02
072130,유엔젤(주),2012/12,1.0,1.0,0.83
072470,우리산업홀딩스(주),2021/12,0.0,0.0,0.5
072520,(주)제넨바이오,2013/12,0.0,0.0,0.25
072770,(주)율호,2015/12,1.0,1.0,0.82
072870,메가스터디(주),2016/12,0.0,0.0,0.28
073010,(주)케이에스피,2013/12,0.0,0.0,0.29
073070,(주)에이팸,2018/12,0.0,0.0,0.23
073110,(주)엘엠에스,2020/12,0.0,0.0,0.43
073190,(주)듀오백,2012/12,1.0,1.0,0.91
073240,금호타이어(주),2017/12,0.0,0.0,0.07
073490,(주)이노와이어리스,2014/12,0.0,0.0,0.25
073540,(주)에프알텍,2015/12,0.0,0.0,0.21
073570,(주)리튬포어스,2012/12,0.0,0.0,0.06
073640,테라사이언스(주),2012/12,0.0,0.0,0.1
074000,엠텍비젼(주),2012/12,0.0,0.0,0.05
074130,(주)디아이디,2013/12,0.0,0.0,0.18
074150,(주)엠제이비,2012/12,1.0,1.0,0.68
074430,(주)아미노로직스,2012/12,0.0,0.0,0.08
074610,(주)이엔플러스,2012/12,1.0,1.0,0.84
075180,새론오토모티브(주),2019/12,0.0,0.0,0.22
075580,(주)세진중공업,2020/12,0.0,1.0,0.55
075970,(주)동국알앤에스,2015/12,1.0,1.0,0.99
076080,(주)웰크론한텍,2014/12,1.0,1.0,0.78
076610,해성옵틱스(주),2017/12,0.0,0.0,0.14
077280,(주)한컴지엠디,2012/12,0.0,0.0,0.06
077970,STX엔진(주),2012/12,0.0,0.0,0.24
078130,국일제지(주),2012/12,0.0,0.0,0.19
078150,(주)에이치비테크놀러지,2021/12,1.0,0.0,0.42
078160,메디포스트(주),2012/12,0.0,0.0,0.21
078350,한양디지텍(주),2012/12,1.0,1.0,0.63
078520,(주)에이블씨엔씨,2018/12,1.0,1.0,0.95
078590,(주)휴림에이텍,2019/12,0.0,0.0,0.21
078600,대주전자재료(주),2013/12,0.0,0.0,0.1
078780,(주)아이디에스,2012/12,0.0,0.0,0.17
078860,(주)아이오케이컴퍼니,2017/12,0.0,0.0,0.09
078930,(주)지에스,2014/12,1.0,1.0,0.85
078940,퀀타피아(주),2012/12,0.0,0.0,0.16
079160,씨제이씨지브이(주),2019/12,0.0,0.0,0.16
079170,한창산업(주),2012/12,1.0,1.0,0.95
079190,(주)케스피온,2012/12,1.0,1.0,0.92
079550,엘아이지넥스원(주),2017/12,1.0,1.0,0.88
079650,(주)서산,2018/12,0.0,0.0,0.23
079660,(주)사조해표,2012/12,0.0,0.0,0.22
079810,(주)디이엔티,2013/12,0.0,0.0,0.26
079950,인베니아(주),2012/12,1.0,1.0,0.66
079970,(주)투비소프트,2017/12,0.0,0.0,0.06
079980,(주)휴비스,2019/12,1.0,1.0,0.95
080000,에스엔유프리시젼(주),2012/12,1.0,1.0,0.74
080160,(주)모두투어네트워크,2019/12,0.0,0.0,0.24
080220,(주)제주반도체,2012/12,0.0,0.0,0.14
080440,(주)에스제이케이,2012/12,0.0,0.0,0.1
080470,(주)성창오토텍,2018/12,0.0,0.0,0.21
080530,(주)코디,2012/12,0.0,0.0,0.08
080580,(주)오킨스전자,2015/12,0.0,0.0,0.1
080720,한국유니온제약(주),2020/12,0.0,0.0,0.46
081220,세미텍(주),2012/12,0.0,0.0,0.18
081580,성우전자(주),2019/12,0.0,0.0,0.19
081660,(주)휠라홀딩스,2016/12,1.0,1.0,0.82
081970,(주)넥스지,2016/12,0.0,0.0,0.33
082210,(주)옵트론텍,2014/12,0.0,0.0,0.05
082270,(주)젬백스&카엘,2012/12,0.0,0.0,0.06
082390,(주)피엘에이,2012/12,0.0,0.0,0.09
082660,(주)코스나인,2016/12,0.0,0.0,0.16
082740,에이치에스디엔진(주),2013/12,0.0,0.0,0.17
082800,(주)비보존제약,2014/12,0.0,0.0,0.21
082850,우리바이오(주),2014/12,1.0,1.0,0.96
083310,(주)엘오티베큠,2019/12,1.0,1.0,0.99
083470,(주)이엠앤아이,2013/12,1.0,1.0,0.85
083640,(주)인콘,2016/12,1.0,1.0,0.94
083650,비에이치아이(주),2014/12,0.0,0.0,0.28
083660,(주)씨에스에이코스믹,2012/12,0.0,0.0,0.1
083790,씨지인바이츠(주),2014/12,0.0,0.0,0.04
083930,(주)아바코,2012/12,1.0,1.0,0.84
084180,(주)수성샐바시온,2017/12,0.0,0.0,0.14
084650,(주)랩지노믹스,2017/12,0.0,0.0,0.23
084670,(주)동양고속,2020/12,0.0,0.0,0.24
084680,(주)이월드,2012/12,0.0,0.0,0.12
084730,팅크웨어(주),2013/12,1.0,1.0,0.77
084870,(주)티비에이치글로벌,2015/12,1.0,1.0,0.94
084990,(주)헬릭스미스,2012/12,1.0,1.0,0.7
085310,(주)엔케이,2012/12,0.0,0.0,0.17
085660,(주)차바이오텍,2017/12,1.0,1.0,0.75
085670,(주)뉴프렉스,2013/12,1.0,1.0,0.87
086040,(주)바이오톡스텍,2012/12,0.0,0.0,0.08
086060,(주)진바이오텍,2013/12,1.0,1.0,0.99
086200,제이앤유글로벌,2013/12,0.0,0.0,0.25
086250,(주)화신테크,2014/12,0.0,0.0,0.15
086390,(주)유니테스트,2013/12,1.0,1.0,0.89
086520,(주)에코프로,2013/12,1.0,1.0,0.73
086670,(주)비엠티,2016/12,1.0,1.0,0.95
086820,(주)바이오솔루션,2019/12,0.0,0.0,0.13
086890,(주)이수앱지스,2012/12,0.0,0.0,0.08
086900,(주)메디톡스,2020/12,1.0,0.0,0.23
086960,(주)엠디에스테크,2021/12,1.0,1.0,0.79
087010,(주)펩트론,2016/12,0.0,0.0,0.13
087220,(주)스틸플라워,2013/12,0.0,0.0,0.09
087260,모바일어플라이언스(주),2019/12,1.0,1.0,0.84
087600,(주)픽셀플러스,2016/12,0.0,0.0,0.1
087730,(주)이엠네트웍스,2016/12,0.0,0.0,0.28
088290,이원컴포텍(주),2012/12,0.0,0.0,0.13
088390,(주)이녹스,2017/12,1.0,1.0,0.62
088790,(주)진도,2019/12,0.0,0.0,0.25
088800,(주)에이스테크놀로지,2012/12,1.0,1.0,0.69
088910,(주)동우팜투테이블,2012/12,1.0,1.0,0.91
089010,(주)켐트로닉스,2014/12,0.0,0.0,0.16
089140,(주)넥스턴바이오사이언스,2020/12,0.0,0.0,0.26
089230,더이앤엠(주),2012/12,0.0,0.0,0.17
089530,(주)에이티세미콘,2013/12,1.0,1.0,0.93
089590,(주)제주항공,2019/12,0.0,0.0,0.07
089790,(주)제이티,2013/12,1.0,1.0,0.85
089850,유비벨록스(주),2014/12,0.0,0.0,0.15
089890,(주)코세스,2013/12,0.0,0.0,0.14
090080,평화산업(주),2013/12,0.0,0.0,0.19
090120,잘만테크(주),2012/12,1.0,1.0,0.9
090150,(주)아이윈,2017/12,0.0,0.0,0.05
090360,(주)로보스타,2012/12,1.0,1.0,0.97
090370,(주)메타랩스,2012/12,0.0,0.0,0.19
090410,(주)덕신하우징,2016/12,1.0,1.0,0.61
090470,(주)제이스텍,2013/12,1.0,1.0,0.81
090710,휴림로봇(주),2012/12,0.0,0.0,0.13
090730,(주)심팩메탈,2015/12,1.0,1.0,1.0
090740,(주)연이비앤티,2017/12,1.0,1.0,0.76
091090,세원이앤씨(주),2012/12,0.0,0.0,0.07
091120,(주)이엠텍,2019/12,1.0,1.0,0.94
091340,에스엔케이폴리텍(주),2012/12,0.0,0.0,0.26
091440,(주)텔레필드,2016/12,1.0,1.0,0.93
091580,상신이디피(주),2015/12,0.0,0.0,0.15
091810,(주)티웨이항공,2019/12,0.0,0.0,0.13
091970,나노캠텍(주),2015/12,0.0,0.0,0.06
092040,아미코젠(주),2019/12,1.0,1.0,0.83
092070,(주)디엔에프,2012/12,0.0,0.0,0.1
092200,(주)디아이씨,2019/12,0.0,0.0,0.02
092220,(주)케이이씨,2012/12,0.0,0.0,0.03
092300,현우산업(주),2012/12,0.0,0.0,0.05
092460,한라아이엠에스(주),2013/12,1.0,1.0,0.86
092600,(주)앤씨앤,2012/12,0.0,0.0,0.23
