거래소코드,label,pred,proba1,회사명,회계년도
012450,0.0,0.0,0.43117105810500306,한화에어로스페이스(주),2014/12
012600,0.0,0.0,0.2888200326633979,(주)청호ICT,2012/12
012630,1.0,1.0,0.5349432133877098,에이치디씨(주),2013/12
012650,0.0,0.0,0.03477666683070269,쌍용건설(주),2012/12
012690,1.0,1.0,0.5441466544730431,(주)모나리자,2018/12
012800,0.0,1.0,0.5787351441075365,(주)대창,2012/12
012860,0.0,0.0,0.32600876282256086,(주)모베이스전자,2017/12
013310,1.0,0.0,0.3346415222115178,아진산업(주),2018/12
013360,1.0,0.0,0.44453495334783605,일성건설(주),2012/12
013580,0.0,0.0,0.3164368747592019,계룡건설산업(주),2013/12
013700,0.0,0.0,0.2916841917614337,(주)까뮤이앤씨,2012/12
013720,0.0,0.0,0.3609253898533851,씨비아이(주),2016/12
013810,1.0,0.0,0.32706582756981817,(주)스페코,2013/12
013990,0.0,0.0,0.4257441467413224,(주)아가방앤컴퍼니,2014/12
014100,0.0,1.0,0.6301884036561369,메디앙스(주),2012/12
014160,1.0,0.0,0.4612408766156478,대영포장(주),2017/12
014190,0.0,1.0,0.579026846557116,(주)원익큐브,2012/12
014200,0.0,1.0,0.5571525716988391,(주)광림,2014/12
014280,0.0,0.0,0.31997762131596696,금강공업(주),2019/12
014350,0.0,0.0,0.0655006804131172,(주)신일건업,2012/12
014470,1.0,0.0,0.48803115904938327,(주)부방,2017/12
014620,0.0,0.0,0.3725392344317013,(주)성광벤드,2017/12
014790,0.0,0.0,0.1790927559552392,에이치엘디앤아이한라(주),2012/12
014910,0.0,0.0,0.48277970936516745,성문전자(주),2012/12
014940,0.0,0.0,0.16511072790881953,(주)오리엔탈정공,2012/12
014970,1.0,0.0,0.3329452976364077,삼륭물산(주),2018/12
014990,0.0,0.0,0.42706466077252236,(주)인디에프,2012/12
015020,1.0,0.0,0.19145849911552917,(주)이스타코,2012/12
015260,0.0,0.0,0.4086361259133617,(주)에이엔피,2016/12
015360,1.0,0.0,0.4933461164987258,(주)예스코홀딩스,2014/12
015590,0.0,0.0,0.41344347228086686,케이아이비플러그에너지(주),2014/12
015760,0.0,0.0,0.3632892400393304,한국전력공사(주),2012/12
015860,1.0,0.0,0.3784609865650295,일진홀딩스(주),2012/12
015890,1.0,0.0,0.33077356000230346,태경산업(주),2015/12
016100,0.0,0.0,0.4093676490209552,(주)리더스코스메틱,2017/12
016250,1.0,0.0,0.3150630064232065,에스지씨이테크건설(주),2013/12
016380,0.0,0.0,0.4575950978305537,KG스틸(주),2012/12
016880,0.0,0.0,0.009318111357253366,(주)웅진,2012/12
016920,0.0,0.0,0.38278600328762746,(주)카스,2014/12
017000,1.0,0.0,0.44293228268807255,신원종합개발(주),2015/12
017180,1.0,0.0,0.28650413840918715,명문제약(주),2012/12
017370,0.0,0.0,0.36063953132952287,(주)우신시스템,2018/12
017390,0.0,1.0,0.5334617631186245,서울도시가스(주),2015/12
017650,1.0,0.0,0.2889738986902714,(주)대림제지,2015/12
017680,0.0,1.0,0.5013170598645827,(주)데코앤이,2012/12
017900,0.0,0.0,0.4367148380934021,광전자(주),2012/12
017940,0.0,1.0,0.5757485083590447,(주)이원,2015/12
018000,0.0,0.0,0.3295874076416252,유니슨(주),2012/12
018290,0.0,0.0,0.40845451725365256,(주)브이티지엠피,2012/12
018470,0.0,0.0,0.48158234620633417,조일알미늄(주),2014/12
018620,0.0,0.0,0.41019772356971007,우진비앤지(주),2015/12
018680,0.0,0.0,0.33566993496193837,(주)서울제약,2015/12
019010,0.0,0.0,0.24721155476462658,베뉴지(주),2012/12
019170,1.0,0.0,0.36507586227839733,신풍제약(주),2015/12
019180,0.0,0.0,0.24830857553753327,(주)티에이치엔,2012/12
019210,0.0,0.0,0.37560713338157226,(주)와이지-원,2019/12
019490,0.0,1.0,0.5403585874819633,(주)하이트론씨스템즈,2012/12
019540,0.0,0.0,0.2942193609947845,(주)일지테크,2017/12
019660,0.0,0.0,0.43208837044587894,글로본(주),2018/12
019770,0.0,0.0,0.3169384566296743,(주)서연탑메탈,2018/12
020120,1.0,0.0,0.19275876880345952,(주)키다리스튜디오,2012/12
020150,0.0,0.0,0.31783101859339125,롯데에너지머티리얼즈(주),2012/12
020400,1.0,0.0,0.41336781778344517,대동금속(주),2012/12
020560,0.0,0.0,0.3289302319334965,아시아나항공(주),2013/12
020710,0.0,0.0,0.40815958240096506,(주)시공테크,2015/12
020760,0.0,0.0,0.3534303957272133,일진디스플레이(주),2015/12
021040,0.0,0.0,0.3447896522889956,(주)대호특수강,2012/12
021050,0.0,1.0,0.5763170475824005,(주)서원,2012/12
021320,0.0,1.0,0.5540418023982722,(주)케이씨씨건설,2012/12
022220,0.0,0.0,0.3626034774503639,티케이지애강(주),2012/12
023150,1.0,0.0,0.31757814672549384,(주)MH에탄올,2013/12
023410,1.0,0.0,0.30081677033072746,유진기업(주),2012/12
023430,1.0,0.0,0.17582958956115222,아이이(주),2012/12
023440,0.0,0.0,0.2347332963907662,제이스코홀딩스(주),2012/12
023530,0.0,1.0,0.6209370684839142,롯데쇼핑(주),2019/12
023770,0.0,0.0,0.1878346219461519,(주)플레이위드코리아,2012/12
023790,0.0,0.0,0.3259539536370001,동일철강(주),2012/12
023800,0.0,0.0,0.3763414770983442,인지컨트롤스(주),2019/12
023810,1.0,0.0,0.35352657137936905,(주)인팩,2017/12
023960,0.0,0.0,0.32018344022676803,에쓰씨엔지니어링(주),2012/12
024060,1.0,1.0,0.556514397901614,흥구석유(주),2013/12
024070,1.0,0.0,0.4557085378042553,(주)위스컴,2018/12
024090,1.0,0.0,0.4427639512776617,디씨엠(주),2014/12
024660,1.0,0.0,0.27812949943655746,(주)하림홀딩스,2012/12
024740,1.0,0.0,0.34849474284819915,한일단조공업(주),2012/12
024800,1.0,0.0,0.40141170226652373,(주)유성티엔에스,2012/12
024810,0.0,0.0,0.30098277937171347,이화전기공업(주),2012/12
024830,0.0,0.0,0.3396961907643757,(주)세원물산,2012/12
024840,1.0,1.0,0.7010556915795184,케이비아이메탈(주),2012/12
024850,0.0,0.0,0.4552718915229522,에이치엘비이노베이션(주),2014/12
024890,1.0,0.0,0.3936110965554814,대원화성(주),2012/12
024900,0.0,1.0,0.6445380844465265,덕양산업(주),2012/12
024910,1.0,0.0,0.43365954230334386,경창산업(주),2012/12
024940,1.0,1.0,0.5453852714083955,(주)피엔풍년,2019/12
